"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00092159","2009-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","912.1","0","250.4",",0","17",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","20090825","+,,0","20090831","+,,0","20090831","+,,0","6","","20090828",",,0","20090811",",,0","16.7",",0,25,+","0",",,0,31,+","0",",,0,31,+","59.4",",,0,28,","35.6",",0,11,","0.0","0","0.0",",0","218.7",",,,0","0",",,,0","26.41",",0","31.72",",,,0","21.10",",,,0"
"USC00092159","2009-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1092.8","0","180.7",",0","13",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","20090930","+,,0","20090930","+,,0","20090930","+,,0","2","","20090927",",,0","20090910",",,0","11.7",",0,30,+","0",",,0,30,+","0",",,0,30,+","31.8",",,0,27,","32.8",",0,10,","0.8","0","0.8",",0","143.2",",,,0","0",",,,0","24.33",",0","29.07",",,,0","19.59",",,,0"
"USC00092159","2009-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1143.9","0","51.1","1,0","13","2,0","8","2,0","2","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","20","1,0","0","1,0","2","","20091021","+,1,0","20091031","+,,0","20091031","+,,0","2","","20091028",",2,0","20091012","+,1,0","2.8","1,0,21,+","0",",,0,31,+","0",",,0,31,+","51.8","2,,0,28,","31.1","1,0,12,+","67.5","0","66.7","1,0","164.9",",a,,0","0",",,,0","17.81","1,0","23.05","1,,,0","12.57","1,,,0"
"USC00092159","2009-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1144.7","0","0.8","1,0","7",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","12","1,0","0","1,0","2","","20091129","+,1,0","20091130","+,,0","20091130","+,,0","","","20091111",",,0","20091105","+,1,0","0.6","1,0,29,+","0",",,0,30,+","0",",,0,30,+","88.1",",,0,11,","24.4","1,0,05,+","222.5","0","155.0","1,0","175.1",",,,0","0",",,,0","13.02","1,0","19.96","1,,,0","6.07","1,,,0"
"USC00092159","2009-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1144.7","0","0.0",",0","11",",0","10",",0","6",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","2","","20091207","+,,0","20091231","+,,0","20091231","+,,0","3","","20091203",",,0","20091210","+,,0","-2.8",",0,07,+","0",",,0,31,+","0",",,0,31,+","73.7",",,0,03,","24.4",",0,10,+","523.4","0","300.9",",0","330.0",",,,0","0",",,,0","8.63",",0","14.74",",,,0","2.52",",,,0"
"USC00092159","2010-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0",",0","10",",0","6",",0","3",",0","0",",0","0",",0","0",",0","19",",0","0",",0","1",",0","0",",0","","","20100113","+,,0","20100131","+,,0","20100131","+,,0","","","20100125",",,0","20100125",",,0","-8.3",",0,13,+","0",",,0,31,+","0",",,0,31,+","34.3",",,0,25,","22.2",",0,25,","912.0","0","388.6",",0","135.2",",,,0","0",",,,0","5.80",",0","12.33",",,,0","-0.74",",,,0"
"USC00092159","2010-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","0","0.0",",0","8",",0","6",",0","2",",0","1",",0","1",",0","0",",0","20",",0","0",",0","3",",0","0",",0","","","20100215","+,,0","20100213",",,0","20100213",",,0","1","","20100213",",,0","20100224","+,,0","-3.9",",0,15,+","51",",,0,13,","51",",,0,13,","50.8",",,0,13,","21.1",",0,24,+","1274.5","0","362.5",",0","141.6",",,,0","51",",,,0","5.39",",0","12.08",",,,0","-1.31",",,,0"
"USC00092159","2010-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.3","0","0.3","2,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","7","2,0","0","2,0","7","2,0","0","2,0","","","20100307","+,2,0","20100331","+,,0","20100331","+,,0","3","","20100311",",,0","20100329","+,2,0","-1.7","2,0,07,+","0",",,0,31,+","0",",,0,31,+","39.4",",,0,11,","23.9","2,0,29,+","1500.0","0","225.5","2,0","101.1",",,,0","0",",,,0","10.57","2,0","17.21","2,,,0","3.92","2,,,0"
"USC00092159","2010-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","21.8","0","21.5",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","20100403","+,,0","20100430","+,,0","20100430","+,,0","2","","20100425",",,0","20100406",",,0","5.6",",0,03,+","0",",,0,30,+","0",",,0,30,+","19.6",",,0,25,","31.1",",0,06,","1533.3","0","33.3",",0","46.3",",,,0","0",",,,0","17.94",",0","26.15",",,,0","9.72",",,,0"
"USC00092159","2010-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","180.7","0","158.9",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","20100510",",,0","20100531","+,,0","20100531","+,,0","2","","20100504",",,0","20100529","+,,0","10.0",",0,10,","0",",,0,31,+","0",",,0,31,+","101.6",",,0,04,","33.3",",0,29,+","1534.7","0","1.4",",0","148.0",",,,0","0",",,,0","23.42",",0","29.66",",,,0","17.17",",,,0"
"USC00092159","2010-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","462.3","0","281.6",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","20100608",",,0","20100630","+,,0","20100630","+,,0","4","","20100617",",,0","20100626",",,0","18.3",",0,08,","0",",,0,30,+","0",",,0,30,+","11.7",",,0,17,","37.2",",0,26,","1534.7","0","0.0",",0","55.9",",,,0","0",",,,0","27.72",",0","33.32",",,,0","22.12",",,,0"
"USC00092159","2010-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","790.7","0","328.4",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","20100704",",,0","20100731","+,,0","20100731","+,,0","1","","20100711",",,0","20100731","+,,0","18.9",",0,04,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,11,","37.8",",0,31,+","0.0","0","0.0",",0","72.6",",,,0","0",",,,0","28.93",",0","34.79",",,,0","23.06",",,,0"
"USC00092159","2010-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1118.7","0","328.0","1,0","11",",0","10",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","27","1,0","","","20100831","+,1,0","20100831","+,,0","20100831","+,,0","1","","20100803",",,0","20100801",",1,0","21.7","1,0,31,+","0",",,0,31,+","0",",,0,31,+","23.6",",,0,03,","38.3","1,0,01,","0.0","0","0.0","1,0","68.4",",,,0","0",",,,0","29.27","1,0","34.77","1,,,0","23.76","1,,,0"
"USC00092159","2010-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1353.7","0","235.0","1,0","3",",0","2",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","24","1,0","","","20100930",",1,0","20100930","+,,0","20100930","+,,0","","","20100927",",,0","20100921","+,1,0","13.3","1,0,30,","0",",,0,30,+","0",",,0,30,+","51.3",",,0,27,","36.7","1,0,21,+","0.0","0","0.0","1,0","81.0",",,,0","0",",,,0","26.44","1,0","34.14","1,,,0","18.73","1,,,0"
"USC00092159","2010-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1400.4","0","46.7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","20101031",",,0","20101031","+,,0","20101031","+,,0","2","","20101026",",,0","20101028","+,,0","5.0",",0,31,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,26,","30.6",",0,28,+","28.9","0","28.9",",0","38.4",",,,0","0",",,,0","18.90",",0","27.11",",,,0","10.70",",,,0"
"USC00092159","2010-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1401.5","0","1.1",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","17",",0","0",",0","1","","20101129","+,,0","20101130","+,,0","20101130","+,,0","","","20101116",",,0","20101104","+,,0","-1.1",",0,29,+","0",",,0,30,+","0",",,0,30,+","27.4",",,0,16,","26.1",",0,04,+","175.8","0","146.9",",0","49.3",",,,0","0",",,,0","13.48",",0","21.61",",,,0","5.34",",,,0"
"USC00092159","2010-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1401.5","0","0.0",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","26",",0","0",",0","1",",0","0",",0","","","20101215",",,0","20101226",",,0","20101226","+,,0","","","20101201",",,0","20101201",",,0","-7.8",",0,15,","0",",T,0,26,","0",",T,0,26,+","53.3",",,0,01,","23.3",",0,01,","586.2","0","410.4",",0","78.0",",,,0","0",",T,,0","5.10",",0","12.31",",,,0","-2.12",",,,0"
"USC00092159","2011-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","7","0.0",",7","11",",7","8",",7","3",",7","0",",7","0",",7","0",",7","21",",7","0",",7","3",",7","0",",7","","","20110115",",,7","20110131","+,,7","20110131","+,,7","","","20110110",",,7","20110102","+,,7","-7.2",",7,15,","0",",,7,31,+","0",",,7,31,+","53.1",",,7,10,","22.8",",7,02,+","981.1","7","394.9",",7","140.9",",,,7","0",",,,7","5.60",",7","12.27",",,,7","-1.08",",,,7"
"USC00092159","2011-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1.4","7","1.4",",7","7",",7","6",",7","1",",7","0","1,7","0",",7","0",",7","9",",7","0",",7","11",",7","0",",7","","","20110215","+,,7","20110228","+,1,7","20110228","+,,7","1","","20110205",",,7","20110223","+,,7","-2.8",",7,15,+","0","1,,7,28,+","0",",,7,28,+","45.7",",,7,05,","25.6",",7,23,+","1202.2","7","221.1",",7","102.7",",,,7","0",",,,7","10.49",",7","17.90",",,,7","3.07",",,,7"
"USC00092159","2011-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","12.5","7","11.1",",7","9",",7","9",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","19",",7","0",",7","","","20110312",",,7","20110331","+,,7","20110331","+,,7","3","","20110310",",,7","20110320",",,7","1.1",",7,12,","0",",,7,31,+","0",",,7,31,+","40.4",",,7,10,","30.0",",7,20,","1329.0","7","126.8",",7","167.5",",,,7","0",",,,7","14.60",",7","21.60",",,,7","7.60",",,,7"
"USC00092159","2011-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","75.5","7","63.0",",7","4",",7","4",",7","1",",7","0","1,7","0",",7","0",",7","0",",7","0",",7","28",",7","0",",7","1","","20110407",",,7","20110430","+,1,7","20110430","+,,7","1","","20110405",",,7","20110429","+,,7","2.8",",7,07,","0","1,,7,30,+","0",",,7,30,+","32.0",",,7,05,","31.1",",7,29,+","1369.4","7","40.4",",7","44.4",",,,7","0",",,,7","19.09",",7","27.01",",,,7","11.16",",,,7"
"USC00092159","2011-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","201.9","7","126.4","2,7","2","2,7","2","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","28","2,7","11","2,7","","","20110520","+,2,7","20110531","+,2,7","20110531","+,2,7","1","","20110527",",2,7","20110530","+,2,7","7.2","2,7,20,+","0","2,,7,31,+","0","2,,7,31,+","5.8","2,,7,27,","35.0","2,7,30,+","1385.2","7","15.8","2,7","8.3","2,,,7","0","2,,,7","22.14","2,7","30.06","2,,,7","14.23","2,,,7"
"USC00092159","2011-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","458.0","7","256.1","5,7","8","5,7","6","5,7","1","5,7","0","5,7","0","5,7","0","5,7","0","5,7","0","5,7","25","5,7","25","5,7","","","20110616",",5,7","20110630","+,5,7","20110630","+,5,7","2","","20110623",",5,7","20110608","+,5,7","18.3","5,7,16,","0","5,,7,30,+","0","5,,7,30,+","29.0","5,,7,23,","37.2","5,7,08,+","1385.2","7","0.0","5,7","58.9","5,,,7","0","5,,,7","28.58","5,7","35.52","5,,,7","21.64","5,,,7"
"USC00092159","2011-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","745.4","7","287.4","2,7","11","2,7","7","2,7","1","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","29","2,7","24","2,7","","","20110704","+,2,7","20110731","+,2,7","20110731","+,2,7","6","","20110716",",2,7","20110731","+,2,7","21.1","2,7,04,+","0","2,,7,31,+","0","2,,7,31,+","33.3","2,,7,16,","36.1","2,7,31,+","0.0","7","0.0","2,7","77.6","2,,,7","0","2,,,7","28.24","2,7","33.69","2,,,7","22.80","2,,,7"
"USC00092159","2011-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","3","1,7","2","1,7","1","1,7","0","1,7","0","1,7","","","","","0","1,7","30","1,7","29","1,7","1","","","","20110831","+,1,7","20110831","+,1,7","1","","20110809",",1,7","20110804",",1,7","","","0","1,,7,31,+","0","1,,7,31,+","69.6","1,,7,09,","38.3","1,7,04,","","","","","89.1","1,,,7","0","1,,,7","","","35.40","1,,,7","",""
"USC00092159","2011-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","109.6","2,7","9","2,7","7","2,7","1","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","27","2,7","7","2,7","","","20110925",",2,7","20110930","+,2,7","20110930","+,2,7","","","20110923",",2,7","20110904","+,2,7","9.4","2,7,25,","0","2,,7,30,+","0","2,,7,30,+","34.8","2,,7,23,","33.9","2,7,04,+","","","0.5","2,7","94.7","2,,,7","0","2,,,7","22.23","2,7","29.35","2,,,7","15.10","2,,,7"
"USC00092159","2011-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","14.3","1,7","8","1,7","4","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","25","1,7","0","1,7","","","20111022",",1,7","20111031","+,1,7","20111031","+,1,7","","","20111019",",1,7","20111018",",1,7","2.8","1,7,22,","0","1,,7,31,+","0","1,,7,31,+","6.3","1,,7,19,","30.6","1,7,18,","","","46.2","1,7","24.4","1,,,7","0","1,,,7","17.27","1,7","24.93","1,,,7","9.61","1,,,7"
"USC00092159","2011-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","1.2","1,7","7","1,7","6","1,7","0","1,7","0","1,7","0","1,7","0","1,7","3","1,7","0","1,7","19","1,7","0","1,7","","","20111112",",1,7","20111130","+,1,7","20111130","+,1,7","2","","20111116",",1,7","20111122","+,1,7","-1.7","1,7,12,","0","1,,7,30,+","0","1,,7,30,+","24.9","1,,7,16,","26.1","1,7,22,+","","","137.4","1,7","90.2","1,,,7","0","1,,,7","13.64","1,7","21.84","1,,,7","5.43","1,,,7"
"USC00092159","2011-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0",",7","7",",7","6",",7","3",",7","0",",7","0",",7","0",",7","10",",7","0",",7","7",",7","0",",7","1","","20111202","+,,7","20111231","+,,7","20111231","+,,7","1","","20111227",",,7","20111223","+,,7","-2.8",",7,02,+","0",",,7,31,+","0",",,7,31,+","30.5",",,7,27,","22.8",",7,23,+","","","248.8",",7","118.6",",,,7","0",",,,7","10.31",",7","17.07",",,,7","3.55",",,,7"
"USC00092159","2012-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","0.0","7","0.0","1,7","11","1,7","9","1,7","2","1,7","0","1,7","0","1,7","0","1,7","14","1,7","0","1,7","4","1,7","0","1,7","3","","20120105","+,1,7","20120131","+,1,7","20120131","+,1,7","2","","20120122",",1,7","20120127","+,1,7","-6.1","1,7,05,+","0","1,,7,31,+","0","1,,7,31,+","27.9","1,,7,22,","23.9","1,7,27,+","","","252.7","1,7","159.3","1,,,7","0","1,,,7","9.91","1,7","17.23","1,,,7","2.59","1,,,7"
"USC00092159","2012-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","2.5","7","2.5",",7","9",",7","6",",7","1",",7","0","1,7","0","1,7","0",",7","5",",7","0",",7","9",",7","0",",7","1","","20120213","+,,7","20120229","+,1,7","20120229","+,1,7","","","20120219",",,7","20120226","+,,7","-5.6",",7,13,+","0","1,,7,29,+","0","1,,7,29,+","51.6",",,7,19,","24.4",",7,26,+","","","209.6",",7","84.9",",,,7","0","1,,,7","11.19",",7","18.04",",,,7","4.34",",,,7"
"USC00092159","2012-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","39.0","7","36.5","2,7","9","2,7","9","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","23","2,7","0","2,7","","","20120307",",2,7","20120331","+,2,7","20120331","+,2,7","4","","20120303",",2,7","20120321","+,2,7","2.2","2,7,07,","0","2,,7,31,+","0","2,,7,31,+","19.0","2,,7,03,","29.4","2,7,21,+","","","41.1","2,7","92.3","2,,,7","0","2,,,7","18.18","2,7","24.48","2,,,7","11.87","2,,,7"
"USC00092159","2012-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","75.4","7","36.4","4,7","5","4,7","5","4,7","0","4,7","0","4,7","0","4,7","0","4,7","0","4,7","0","4,7","23","4,7","0","4,7","","","20120425","+,4,7","20120430","+,4,7","20120430","+,4,7","1","","20120401",",4,7","20120430",",4,7","4.4","4,7,25,+","0","4,,7,30,+","0","4,,7,30,+","16.5","4,,7,01,","31.7","4,7,30,","","","31.3","4,7","36.1","4,,,7","0","4,,,7","18.53","4,7","25.87","4,,,7","11.18","4,,,7"
"USC00092159","2012-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","220.8","7","145.4","2,7","7","3,7","5","3,7","1","3,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","29","2,7","8","2,7","","","20120512","+,2,7","20120531","+,2,7","20120531","+,2,7","","","20120514",",3,7","20120530","+,2,7","11.7","2,7,12,+","0","2,,7,31,+","0","2,,7,31,+","33.8","3,,7,14,","34.4","2,7,30,+","","","0.0","2,7","70.9","3,,,7","0","2,,,7","23.35","2,7","29.92","2,,,7","16.77","2,,,7"
"USC00092159","2012-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","414.0","7","193.2","3,7","4","3,7","4","3,7","1","3,7","0","3,7","0","3,7","0","3,7","0","3,7","0","3,7","27","3,7","13","3,7","","","20120603",",3,7","20120630","+,3,7","20120630","+,3,7","1","","20120612",",3,7","20120630",",3,7","14.4","3,7,03,","0","3,,7,30,+","0","3,,7,30,+","30.2","3,,7,12,","39.4","3,7,30,","","","0.0","3,7","61.9","3,,,7","0","3,,,7","25.49","3,7","31.64","3,,,7","19.34","3,,,7"
"USC00092159","2012-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","718.6","7","304.6","2,7","7","2,7","5","2,7","1","2,7","0","3,7","0","3,7","0","2,7","0","2,7","0","2,7","29","2,7","28","2,7","","","20120704",",2,7","20120731","+,3,7","20120731","+,3,7","5","","20120728",",2,7","20120701",",2,7","20.6","2,7,04,","0","3,,7,31,+","0","3,,7,31,+","30.0","2,,7,28,","40.6","2,7,01,","0.0","7","0.0","2,7","70.9","2,,,7","0","3,,,7","28.84","2,7","35.00","2,,,7","22.68","2,,,7"
"USC00092159","2012-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","958.1","7","239.5","2,7","9","2,7","7","2,7","0","2,7","0","5,7","0","4,7","0","2,7","0","2,7","0","2,7","29","2,7","16","2,7","","","20120814",",2,7","20120831","+,5,7","20120831","+,4,7","3","","20120815",",2,7","20120801",",2,7","16.7","2,7,14,","0","5,,7,31,+","0","4,,7,31,+","24.6","2,,7,15,","36.7","2,7,01,","0.0","7","0.0","2,7","60.2","2,,,7","0","4,,,7","26.59","2,7","31.98","2,,,7","21.20","2,,,7"
"USC00092159","2012-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","1102.6","7","144.5","2,7","7","2,7","6","2,7","0","2,7","0","5,7","0","4,7","0","2,7","0","2,7","0","2,7","28","2,7","5","2,7","","","20120927","+,2,7","20120930","+,5,7","20120930","+,4,7","1","","20120904",",2,7","20120903","+,2,7","10.6","2,7,27,+","0","5,,7,30,+","0","4,,7,30,+","24.1","2,,7,04,","34.4","2,7,03,+","0.0","7","0.0","2,7","77.3","2,,,7","0","4,,,7","23.49","2,7","30.03","2,,,7","16.96","2,,,7"
"USC00092159","2012-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.0","1,7","2","1,7","2","1,7","0","1,7","","","","","0","1,7","3","1,7","0","1,7","13","1,7","0","1,7","1","","20121125",",1,7","","","","","","","20121128",",1,7","20121104",",1,7","-2.8","1,7,25,","","","","","14.2","1,,7,28,","29.4","1,7,04,","","","197.0","1,7","25.9","1,,,7","","","11.54","1,7","19.73","1,,,7","3.35","1,,,7"
"USC00092159","2012-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","0.3","2,7","8","2,7","7","2,7","1","2,7","","","","","0","2,7","6","2,7","0","2,7","8","2,7","0","2,7","1","","20121230","+,2,7","","","","","","","20121226",",2,7","20121205",",2,7","-2.2","2,7,30,+","","","","","35.6","2,,7,26,","24.4","2,7,05,","","","181.0","2,7","135.6","2,,,7","","","12.10","2,7","18.49","2,,,7","5.71","2,,,7"
"USC00092159","2013-01","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","6.9","7","6.9","4,7","7","4,7","3","4,7","1","4,7","","","","","0","4,7","7","4,7","0","4,7","6","4,7","0","4,7","","","20130123",",4,7","","","","","","","20130131",",4,7","20130131",",4,7","-1.1","4,7,23,","","","","","26.7","4,,7,31,","25.0","4,7,31,","","","191.0","4,7","60.5","4,,,7","","","11.52","4,7","17.47","4,,,7","5.56","4,,,7"
"USC00092159","2013-02","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","6.9","7","0.0","1,7","14","1,7","10","1,7","6","1,7","","","","","0","1,7","6","1,7","0","1,7","4","1,7","0","1,7","1","","20130215",",1,7","","","","","2","","20130223",",1,7","20130208","+,1,7","-7.2","1,7,15,","","","","","51.8","1,,7,23,","22.2","1,7,08,+","","","246.5","1,7","304.3","1,,,7","","","9.20","1,7","16.34","1,,,7","2.07","1,,,7"
"USC00092159","2013-03","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","7.5","7","0.6","2,7","4","2,7","2","2,7","1","2,7","","","","","0","2,7","6","2,7","0","2,7","11","2,7","0","2,7","","","20130305","+,2,7","","","","","1","","20130312",",2,7","20130319",",2,7","-2.8","2,7,05,+","","","","","25.4","2,,7,12,","25.6","2,7,19,","","","221.6","2,7","44.7","2,,,7","","","10.71","2,7","18.60","2,,,7","2.82","2,,,7"
"USC00092159","2013-04","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","31.7","7","24.2","3,7","8","3,7","8","3,7","1","3,7","","","","","0","3,7","0","3,7","0","3,7","23","3,7","0","3,7","","","20130421","+,3,7","","","","","1","","20130401",",3,7","20130410",",3,7","3.3","3,7,21,+","","","","","41.9","3,,7,01,","29.4","3,7,10,","","","58.7","3,7","137.7","3,,,7","","","17.05","3,7","24.37","3,,,7","9.73","3,,,7"
"USC00092159","2013-05","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","115.5","7","83.8","2,7","4","2,7","4","2,7","2","2,7","","","","","0","2,7","0","2,7","0","2,7","24","2,7","0","2,7","","","20130506",",2,7","","","","","","","20130519",",2,7","20130523","+,2,7","7.2","2,7,06,","","","","","29.2","2,,7,19,","31.7","2,7,23,+","","","22.8","2,7","72.0","2,,,7","","","20.44","2,7","26.79","2,,,7","14.08","2,,,7"
"USC00092159","2013-06","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2013-07","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2013-08","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","213.5","4,7","10","4,7","9","4,7","1","4,7","","","","","0","4,7","0","4,7","0","4,7","27","4,7","15","4,7","1","","20130827",",4,7","","","","","3","","20130815",",4,7","20130831",",4,7","17.2","4,7,27,","","","","","116.8","4,,7,15,","34.4","4,7,31,","","","0.0","4,7","176.8","4,,,7","","","26.24","4,7","31.11","4,,,7","21.36","4,,,7"
"USC00092159","2013-09","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","166.6","4,7","2","4,7","1","4,7","0","4,7","","","","","0","4,7","0","4,7","0","4,7","26","4,7","14","4,7","2","","20130930",",4,7","","","","","","","20130922",",4,7","20130917","+,4,7","13.9","4,7,30,","","","","","22.9","4,,7,22,","33.3","4,7,17,+","","","0.0","4,7","25.2","4,,,7","","","24.74","4,7","30.23","4,,,7","19.25","4,,,7"
"USC00092159","2013-10","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00092159","2013-11","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","1.1",",7","6",",7","3",",7","2",",7","","","","","0",",7","10",",7","0",",7","10",",7","0",",7","","","20131129","+,,7","","","","","","","20131127","+,,7","20131119",",,7","-3.9",",7,29,+","","","","","27.2",",,7,27,+","27.2",",7,19,","","","205.9",",7","70.4",",,,7","","","11.51",",7","18.57",",,,7","4.45",",,,7"
"USC00092159","2013-12","32.5181","-84.9378","132.6","COLUMBUS NUMBER 2, GA US","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
